Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
F	1	F	F		F	0	cities	Globalization connects cities to the world and cities cities to .
I	1	I	I		I	0	city	It 's in the 3000 range for cars . ( Long-distance buses , the kind that go city city to with a full load , achieve 800 BTU/psgr-mile . )
F	1	F	I	F	F	0	city	If you are going to be honest then you have to compare city city to .
I	1	I	I		I	0	city	THE MATADOR is about Julian who has no friends to speak of , and lives the typical assassin lifestyle of going city city to all over the world killing people .
I	1	I	I		I	0	city	Empowering people to travel anywhere , rural or city city to at affordable prices : that 's an awesome problem to solve .
I	1	I	I		I	0	city	Which is why Willie Randolph was paraded around city city to interviewing for managerial jobs to teams who had no interest in signing him , but they had to interview at least 1 minority smh ... 
I	1	I			I	0	city	They give in to their instincts and they can spread chaos and carnage throughout city city to and not even blink .
I	1	I	I		I	0	city	A higher level of organization is called for city city to , state to state , region to region approach ; a national network of -People 's Assemblies -- assemblies designed to empower at every level , that take up the interests of working people , especially the most disenfranchised , assemblies that defend our rights and fight for real democracy
I	1	I	I		I	0	city	He hands me the map and my fingers trace our deliveries , stitching city city to .
I	1	I	I		I	0	city	In November , we 're going to do another tour , and we 're just going to go city city to and rent rehearsal spaces and let one guitarist after another jam with us .
I	1	I	I		I	0	city	The son of a U.S. Army employee , Lucas ' family was constantly on the move , city city to and state to state .
I	1	I	I		I	0	city	It 's a city city to issue .
I	1	I	I		I	0	city	Artists city city to .
I	1	I	I		I	0	city	So Joe 's going to get in a Winnebago and he 's going to travel all around the country , go city city to and hang out with people to find the next family that thinks it 's funny enough to have their own sitcom .
I	1	I	I		I	0	city	I feel like kids need to see this and be inspired and if we have to take it city city to , that 's what we 're going to do .
I	1	I	I		I	0	city	If airline management can have huge supply chains for in-flight meals ( which is also sub-contracted city city to in most airlines ) working effectively , they should be able to repeat the same with wheelchair sub-contractors .
I	1	I	I		I	0	city	Not just city city to , but continent to continent . 
I	1	I	I		I	0	city	She 's real ... and so is the path of destruction that she 's no connection of any kind between these two women , Betty Templeton and Lulu Pfeiffer ... have traveled city city to across 17 U.S . states , one alternately trailing the other for the past 12 years . 
I	1	I	I		I	0	city	It was rock ' n ' roll city city to , you know ?
I	1	I	I		I	0	city	Being on tour , we go to city city to to city , that schedule , it 's so draining .
I	1	I			I	0	city	Oh , oh , oh They want to give me life All right , kings get killed , so I do n't wear it much I hit the stage , city city to , and tear it up Straight raw lyrics , I put my heart in it But nowadays they do n't like it when you spit the truth
I	1	I	I		I	0	city	I 'm bouncin ' city city to .
I	1	I	I		I	0	city	That was accomplished in part by creating a court advisory council made up primarily of lawyers , as well as by making countless speeches to bar groups , traveling city city to for presentations with the Federal Bar Association , and swearing in members of the court 's bar .
F	1	F	F		F	0	claims	Kevin D. Hoover ( 1988 , p. 158 ) has argued that a monetary system must have some ultimate good of conversion if contracts are to be more than claims claims to .
I	1	I	I		I	0	class	You would receive a citation for taking a dildo to class class to .
I	1	I	I		I	0	class	The service academies worried about that also , that there is a high esprit and there 's a camaraderie of class class to to class .
I	1	I	I		I	0	class	Cherry Creek had no trouble filling a sign-up sheet of students - strangers - willing to have Amelia hold their elbows as she moved class class to .
F	1	F	F		F	0	classes	Research has compared the process ( Faucette &; Patterson , 1990 ; Placek &; Randall , 1986 ) , the product ( Faucette , McKenzie , &; Patterson , 1990 ) , and content selection ( Faucette et al. ) of classroom teachers ' physical education classes classes to taught by physical education specialists .
I	1	I	I		I	0	classroom	There are some reports that the gunman went classroom classroom to killing people in this engineering building .
I	1	I	I		I	0	classroom	The gunman apparently went classroom classroom to shooting people .
I	1	I	I		I	0	classroom	Hundreds of south Florida police officers showed up en masse , a dramatic show of support and protection for the kids who began the day in fourth period , the killer Nikolas Cruz went classroom classroom to with his assault rifle unloading 150 bullets .
I	1	J	I	I?	I	0	classroom	The clash is waged classroom classroom to , parent to teacher .
I	1	I	I		I	0	classroom	He has asked the district to create a consistent nutrition policy , classroom classroom to .
J	1	J	J		J	0	client	To sum up my point : With client client to communication there can necessarily always be disagreement ( which you seem to agree with ) .
J	1	J	J		J	0	client	The acronym p2p stands for peer-to-peer , which basically means client client to .
J	1	J	J		J	0	clinician	Most nurses and healthcare consumers use smart phones to talk , text , and access information in their mobile communication devices can support voice communication , clinician clinician to secure messaging , alarm management , access to clinical references and task list prioritization .
I	1	I	I		I	0	club	Once you start bouncing around , club club to , everybody figures you got a problem .
I	1	I	I		I	0	club	club club to , up all night , eggs and bologna in the morning .
I	1	I			I	0	coast	Over the past 100 years , we have grown to more than 500 lawyers in 16 offices coast coast to .
I	1	I			I	0	coast	"Now in its 7th season , this year 's National Steel "" Blues Emergency "" Tour will play over 50 shows coast coast to ."
I	1	I			I	0	coast	"The National Steel "" Blues Emergency "" Tour will bring its blues medicine coast coast to , answering some 50 calls to nine provinces ."
I	1	I			I	0	coast	For Tommy to get in the lane there and take that thing coast coast to was a big spark for us .
I	1	I			I	0	coast	"How come the road goes coast coast to and never just dumps us in the water , clean and come clean , like a fish slipped out of the national net of "" longing for joy . """
I	1	I			I	0	coast	coalisking Hans , November 9th is the first national test of the Emergency Broadcast System , coast coast to , all at once .
I	1	I			I	0	coast	If a only a few slaughterhouses can cause an outbreak of deadly bacteria that spans coast coast to , potentially sickening people all over North America , while causing the destruction of so much food and the waste of the resources spent to produce and ship it , then is this type of food system serving our best interests ?
I	1	I	I		I	0	coast	"When the pain became great enough , the country rose up , adopted the "" public utility "" model , wired the country coast coast to and farm to farm , and turned America into an industrial giant ."
I	1	I			I	0	coast	For the first time ever true coast coast to coverage will be achieved without dead spots and in since my return in Quake scene I was looking forward to a good engine to play online and after some quick tests I 've chosen DirectQ 
I	1	I			I	0	coast	Over the past 100 years , we have grown to more than 500 lawyers in 17 offices coast coast to .
I	1	I			I	0	coast	I 'm not even playing and it way through , you 're going coast coast to .
I	1	I			I	0	coast	Years ago , after the great wars , the average Israeli will go to Europe , take a fishing trip in Scandinavia or go coast coast to in the states , and not a few have stayed there .
I	1	I			I	0	coast	Now it would be page after steamy page of celluloid charisma burning into the eyes of every agent and casting person coast coast to .
I	1	I			I	0	coast	Not unless they enjoy being blazoned in headlines coast coast to .
I	1	I			I	0	coast	"If we got national coverage , and we could broadcast your music coast coast to ! "" Mr. Pietr frowned deep ."
I	1	I	B		I	0	coast	It is I , the Cereal Killer , making my first coast coast to , world wide , global television appearance .
I	1	I			I	0	coast	Toshi grew up on a narrow peninsula , traveled coast coast to by bus in less than an hour .
I	1	I			I	0	coast	It seemed that he felt close to everyone , coast coast to , except for the two people living in the same house with him .
I	1	I			I	0	coast	Long before these foul-mouthed adolescent millionaires who all sing the same old nasty song were born , I was killing folks coast coast to and across the globe .
I	1	I			I	0	coast	Nick and Nora Charles traveling coast coast to in style with Vuitton steamer trunks and martinis in the club car .
I	1	I			I	0	coast	Same sign he had seen everywhere , coast coast to .
I	1	I			I	0	coast	Now , they produced watermelons , pumpkins , and tomatoes that were shipped coast coast to .
I	1	I			I	0	coast	We had media calling coast coast to .
I	1	I	B		I	0	coast	coast coast to , long ago , last remnants of an idea once pioneering , now obsolete .
I	1	I			I	0	coast	You got the courage tonight and you 're among millions of friends coast coast to and overseas .
I	1	I			I	0	coast	Daily , coast coast to , they are landing here and there in small airports and large , of war still in their clothes , in their nostrils , blood dark on hands they furiously , secretly , silently scrub and scrub like Lady Macbeth , was n't it , I think .
I	1	I			I	0	coast	The trend is evident coast coast to .
I	1	I			I	0	coast	The vast majority of billboards coast coast to are not painted this way , one at a time .
I	1	I			I	0	coast	The informal sector spans our country coast coast to .
I	1	I	B		I	0	coast	After evaluating its summer test campaign ( which ironically coincided with a national heat wave ) , ICE is considering going coast coast to in the new year .
I	1	I			I	0	coast	Still , the antiwar cause has become strong enough to rally thousands of people coast coast to .
I	1	I			I	0	coast	Magic snatching a rebound in traffic and going coast coast to , splitting the final two defenders as only he could .
I	1	I			I	0	coast	It 's on three hours a day . five days a week , on over five hundred stations coast coast to , and my driver is one of the 12 million who listen to him daily . 
I	1	I	B		I	0	coast	Smith , a free man since Oct. 31 , 1988 , is again traveling coast coast to in the pursuit and service of boxers , but no longer does his carry-on bag contain folding money .
I	1	I			I	0	coast	On Junior Tuesday , Kerrey was shut out coast coast to .
I	1	I			I	0	coast	Yet the seemingly ambitious goal of tripling it in the next decade can be far , may bring to market cars efficient enough to carry a family coast coast to on one tank of fuel , more safely and comfortably than they can travel now , and more cleanly than they would with a battery-electric car plus the power plants needed to recharge it .
I	1	I			I	0	coast	The result is a hybrid aircraft that will lift five people vertically , climb to 45,000 ft. , accelerate past 300 mph and fly coast coast to on a scant 125 gal . of fuel .
I	1	I			I	0	coast	Spots for historic outings are found coast coast to .
I	1	I			I	0	coast	"and pay them $100 million to play for a few years , young people will try to become basketball players , "" says Woodie Flowers , a mechanical engineering professor at MIT , who started an undergraduate design competition that serves as the model for many of the competitive robotics leagues springing up coast coast to ."
I	1	I			I	0	coast	The best hospitals coast coast to 
I	1	I			I	0	coast	The sense of legal entitlement has spread coast coast to .
I	1	I			I	0	coast	When the Spanish flu swept through U.S. cities in 1918 , it the population explosion that 's occurred across the country since , a new flu pandemic could kill millions coast coast to .
I	1	I			I	0	coast	A hiking path runs coast coast to along the course of the wall .
I	1	I			I	0	coast	Can it go coast coast to ? 
I	1	I			I	0	coast	Then it served yeoman duty as the photo and support vehicle when we went coast coast to with a Corvette Z06 in search of America 's finest driving roads . 
I	1	I			I	0	coast	Today , Charles Bonanno is a 6-foot-2 , 240-pound , 49-year-old bachelor who is currently contented with delivering all types of cargo coast coast to in an 18-wheel vehicle in which he also stores his golf clubs , his fishing tackle and clothing appropriate for wearing on those rare occasions when he takes women to dinner in places more refined than alone .
I	1	I			I	0	coast	Diesel is cleaned-up , available at pumps coast coast to , and offers genuine savings to consumers .
I	1	I			I	0	coast	"Essentially , it was a belief that Americans were the new "" Chosen People "" who were called by Providence itself to become a nation coast coast to ."
I	1	I			I	0	coast	After a heady ride , home prices are dropping coast coast to ; CHART NEW YORK CITY Designers ' spring 2008 collections at Fashion Week HARARE , ZIMBABWE Flour shortages leave supermarket shelves bare KUALA LUMPUR Malaysia declares itself free of bird flu MISSION VIEJO , CALIF .
I	1	I			I	0	coast	Youth voters - coast coast to , border to border -turned to Obama in numbers that are just hard to fathom .
I	1	I			I	0	coast	Jordan is chairman of the board of the Philadelphia Athletics Historical Society in Hatboro , Pennsylvania , a robust organization of 800 members spread coast coast to .
I	1	I			I	0	coast	Even coast coast to , the difference is only three hours , so if you go to bed at , say , ten at Grandma 's in Sacramento .
I	1	I	B		I	0	coast	You 'll see die same signs in the airports and on the interstates , hear the same accents on the radio and TV , and eat the same burgers , pizzas , and fried chicken at die fast-food chains coast coast to .
I	1	I			I	0	coast	I have traveled so often in other countries and am so accustomed to other landscapes , I sometimes felt on my trip that I was seeing America , coast coast to , with the eyes of a foreigner , feeling overwhelmed , humbled and grateful .
I	1	I			I	0	coast	He must recruit coast coast to for all-state players who are also honor roll students .
I	1	I			I	0	coast	Western Union completed its transcontinental telegraph system that October 150 years ago , allowing telegrams to be sent coast coast to for the first time .
I	1	I			I	0	coast	In a famous scene once shown coast coast to but ignored by Talbot , a band of thugs , the usual contingent of Bay Area militants and a good sprinkling of SF State faculty , milled around a truck parked at the college entrance .
I	1	I			I	0	coast	Musk is building a network of solar-powered charging stations to be available coast coast to by 2017 while he simultaneously runs one of the country 's largest solar contractors and the most important space-travel company on the planet Henry Ford , John D. Rockefeller and Albert Einstein . 
I	1	I			I	0	coast	Their pen pals are scattered all over the map , coast coast to , in all directions .
I	1	I			I	0	coast	The valleys ' extending coast coast to ' turned out to be a fiction and no realistic attempt was made as planned to open up an overland route to the Pacific .
I	1	I			I	0	coast	While the Democratic Senatorial Campaign Committee ( DSCC ) was running TV ads coast coast to one-third of the committee 's entire $7.5 million national field budget .
I	1	I			I	0	coast	Moreover , you can get to some of the best international retirement spotshint : Latin Americafaster than you can fly coast coast to . 
I	1	I			I	0	coast	The nation 's consensus top-two players seem to be the same around recruiting boards coast coast to .
I	1	I			I	0	coast	Dream climbs up and hits a coast coast to elbow drop on Dunne .
I	1	I	B		I	0	coast	coast coast to , coeds reports being victimized .
I	1	I			I	0	coast	"These clubs now abound coast coast to and are the favorite location for so-called "" bachelorette parties "" ."
I	1	I			I	0	coast	And it 's happening coast coast to .
I	1	I			I	0	coast	The big three , American , United , and Delta , slashed their round trip , coast coast to fares to $198 to match the same discount fares announced by TWA on Monday .
I	1	I			I	0	coast	They 're the holiday picture specials at portrait studios coast coast to ; studios jammed with parents hoping to get photos of their kids taken , developed and returned before Christmas .
I	1	I			I	0	coast	A this morning , Torrid Trials coast coast to .
I	1	I			I	0	coast	Legal gambling mostly started here and is spreading over the country , coast coast to .
I	1	I			I	0	coast	coast coast to , commentators criticized you for not having broken Mark Fuhrman .
I	1	I			I	0	coast	Thank you , America , and welcome back to the Pete Rose show , coast coast to .
I	1	I			I	0	coast	His life-size photograph of a Greyhound bus was hanging his poetry and prose were in bookstores coast coast to , but Williams says that even before the Smothers Brothers went off the air in 1969 he had gotten tired of Hollywood and the trappings of success .
I	1	I			I	0	coast	Kerouac left this blue-collar mill town when he was 17 to free-wheel his way coast coast to .
I	1	I			I	0	coast	I 'm going to let your questions be flung coast coast to .
I	1	I			I	0	coast	Put on your dancing shoes , we 're coast coast to .
I	1	I			I	0	coast	Also , the simplicity of the gyroplane also makes it very cheap to operate , and I 've been seeing articles in various journals saying that you can go coast coast to on 125 gallons of gas ?
I	1	I			I	0	coast	With boutiques like this one coast coast to in the U.S. and in many other watering spots for the jet set , Gianni Versace had built quite a fashion empire .
I	1	I			I	0	coast	It has now grown to 3,500 stores in 26 states coast coast to .
I	1	I			I	0	coast	You go the coast coast to route , right ?
I	1	I			I	0	coast	They 've got some great deals going coast coast to , especially into Florida , but it 's blacked out between March 13th and April 13th .
I	1	I			I	0	coast	He 's traveling coast coast to on a mission ... 
I	1	I			I	0	coast	We 're doing coast coast to .
I	1	I			I	0	coast	You know that we 're going to do a show for you now , 20 hours , coast coast to ?
I	1	I			I	0	coast	This one has ATM machines failing all over the country , a massive power outage coast coast to .
I	1	I			I	0	coast	So you go coast coast to in this book ?
I	1	I			I	0	coast	( Voiceover ) Angels are big these days , and so is the Christian Wrestling Federation now picking up bookings coast coast to .
I	1	I			I	0	coast	Tonight , coast coast to .
I	1	I			I	0	coast	The new trend is awakening a debate coast coast to .
I	1	I			I	0	coast	And that means coast coast to , in every single country , in every single state , in every single district , in every single school , in every single classroom , math and science instruction must be of the highest quality , and we do have a sense of what will and our pocketbook ,
I	1	I			I	0	coast	Mr. Leader , the secretary of defense-designate , Mr. Rumsfeld , in his confirmation hearings , pretty clearly came out for a very big national missile defense ... LOTT : Right @!NOVAK ... coast coast to .
I	1	I			I	0	coast	The chicken craze is spreading coast coast to , with urbanites now signing up for courses in how to raise chickens in the city .
I	1	I			I	0	coast	And wicked , wicked weather coast coast to .
I	1	I			I	0	coast	They were going coast coast to , and they 'd do 1,200 or 1,300 300 baseball and basketball games combined ... 
I	1	I	B		I	0	coast	And as Bill Whitaker tells us , it 's already dazzling people coast coast to . 
I	1	I			I	0	coast	coast coast to , it 's pretty easy to be Bowled Over by an event as big as the Super Bowl , but as I 'm sure you 've noticed , there 's much more to the game than just the game , and as our Bill Geist has learned , there are
I	1	I			I	0	coast	... and collectors coast coast to .
I	1	I			I	0	coast	Wonder Bread emerged about 80 years ago , one of the first production breads to be sold sliced and the first to be marketed coast coast to .
I	1	I			I	0	coast	KB takes on projects coast coast to in 13 states 
I	1	I			I	0	coast	The nods , the surprises , coast coast to , world-wide , one on-one with the stars just moments after their names are called .
I	1	I			I	0	coast	And deals like coast coast to flights for $99 will disappear .
I	1	I			I	0	coast	... coast coast to .
I	1	I			I	0	coast	coast coast to , many drivers say theyre feeling pain at the pump .
I	1	I			I	0	coast	It is the fourth day that writers coast coast to are hitting the picket lines and no new talks have been scheduled .
I	1	I			I	0	coast	And tomorrow night , our coverage of Super Tuesday , coast coast to showdown .
I	1	I			I	0	coast	Our NBC News exit poll team has been crunching the numbers tonight and has discovered some significant news in how Americans voted coast coast to today .
I	1	I			I	0	coast	First , who voted coast coast to today ?
I	1	I			I	0	coast	He 's the only of the candidates in the Republican primaries that has had victories essentially coast coast to .
I	1	I			I	0	coast	But first , more cancellations leave thousands of airline passengers stranded coast coast to .
I	1	I			I	0	coast	We 've got a lot going on , covering it all coast coast to tomorrow .
I	1	I			I	0	coast	"And coast coast to . "" YOUR WORLD "" with Neil Cavuto will be live in Sacramento . "
I	1	I			I	0	coast	"Sixteen days , coast coast to , the "" tea party express "" rumbled down the highway through the country ."
I	1	I	B		I	0	coast	 A peaceful revolution  -- now , that 's how Senator John McCain describes the town halls happening coast coast to .
I	1	I			I	0	coast	They 're upset about the size of government and the direction the country is headed so that is what I observed coast coast to .
I	1	I			I	0	coast	It brought catch phrases to classrooms coast coast to . 
I	1	I			I	0	coast	And straight ahead : Wall Street protesters declaring victory , but coast coast to , there 's trouble .
I	1	I			I	0	coast	But coast coast to , the debate is just beginning to heat up .
I	1	I	B		I	0	coast	Yes , that 's on coast coast to .
I	1	I			I	0	coast	Well , I think the fact that we have a plan is , in and of itself , really important for families coast coast to .
I	1	I			I	0	coast	It was energy of a different kind that cars that go coast coast to without gasoline .
I	1	I			I	0	coast	Clearly Denver has its fans standing coast coast to . 
I	1	I	B		I	0	coast	coast coast to , we got winter weather advisories , lake effect advisories , wind chill warnings and advisories .
I	1	I			I	0	coast	Trump had a spat with Rosie O'Donnell years ago that got plastered coast coast to .
I	1	I	B		I	0	coast	Saturday Night Live airs live coast coast to tonight starting at eleven thirty eastern .
I	1	I			I	0	coast	Forget fried and fattening , two companies are now helping serve up healthier choices in school cafeterias coast coast to .
I	1	I			I	0	coast	These scooters and bikes are likely a case of technology out -- outpacing the laws but they are zipping across cities coast coast to .
I	1	I			I	0	coast	If you 're staying home and wan na , you know , celebrate that way , coast coast to celebration will feature multi-platinum music superstar .
I	1	I			I	0	coast	We 're down to seven contestants after last night 's Disney-themed show where viewers voted live coast coast to for the first time ever .
I	1	I			I	0	coast	coast coast to and a few countries and ships .
I	1	I			I	0	coast	the Monsanto Cancer Causers would strike terror coast coast to ; the Lockheed-Martin Cost Overrunners is a winner ; and what could be more fitting than the Archer-Daniels-Midland Price Fixers ? 
I	1	I			I	0	coast	Media support in 2011 helped us grow the program into over 250 cities coast coast to .
I	1	I			I	0	coast	It is our promo video for our upcoming Tour de Sight journey in 2012 -- where we will be cycling coast coast to for a cure for LCA ! .
I	1	I			I	0	coast	Most will be enrolled in basketball factories which play other basketball factories coast coast to .
I	1	I			I	0	coast	I wanted to touch base on the recent coast coast to show that aired tonight featuring Arnold Gunderson ...
I	1	I			I	0	coast	coast coast to , the multimillion-dollar ad war continued unabated .
I	1	I			I	0	coast	After traveling coast coast to and trying wings everywhere , there are none better than Lendy 's .
I	1	I			I	0	coast	This thing is happening coast coast to , border to border .
I	1	I			I	0	coast	Founded October 31 , 2000 , this list is sometimes lively and as of mid-2011 , has 687 subscribers coast coast to .
I	1	I			I	0	coast	It is suddenly darker and later , and the announcer doing the game coast coast to , a New Yorker who works for a New York television station , sounds relieved .
I	1	I			I	0	coast	But the crowds that caused traffic jams at the restaurants in places coast coast to were about more than a wedding and a chicken sandwich .
I	1	I			I	0	coast	Go coast coast to in the U.S. and see who runs most of the charitable soup kitchens , and homeless shelters .
I	1	I	B		I	0	coast	In addition , the telegraph line laid coast coast to instantly.
I	1	I			I	0	coast	They call it the American dream because you have to be asleep to believe it haha , check out the coast coast to am episode the other night ( on tesla 's birthday ) .
I	1	I			I	0	coast	The idea now is to take Barneys ' peculiar mix of traditional and avant-garde clothes to suburban malls coast coast to -- well beyond the drumbeat of their well-honed advertising campaigns , to boldly go where Jean Paul Gaultier and Hickey-Freeman have never gone together before .
I	1	I			I	0	coast	"wide-open landscape on streamers of asphalt that stretch unfettered to the hearing years ago was , ' coast coast to without a stoplight , "" ' said George Viverette , director of highway transportation for the American Automobile Association . """
I	1	I			I	0	coast	"Of course , "" he conceded , "" not many people drove coast coast to ."
I	1	I			I	0	coast	And besides , how else can you get coast coast to without a stoplight ?
I	1	I			I	0	coast	In the United States , anti-war demonstrations flared again Thursday coast coast to .
I	1	I			I	0	coast	"It costs about 17 cents a pound "" to transport coast coast to , says Branche ."
I	1	I			I	0	coast	The driver says to me , ' They all saw you , coast coast to , even through the gas masks . ' 
I	1	I			I	0	coast	Mr. Clinton and Mr. Tsongas battled coast coast to and in American Samoa for 383 convention delegates and a degree of momentum to propel them into the next round of voting .
I	1	I			I	0	coast	"But there are only a couple hundred full-time road men , "" says Hinerman , who has traveled coast coast to , taking drugs at testing centers in the name of science ."
I	1	I			I	0	coast	"Nearly a million copies of "" Disclosure "" are flooding bookstores coast coast to ."
I	1	I			I	0	coast	Sales are ballooning coast coast to and reviews have come calling .
I	1	I			I	0	coast	For somber-faced Los Angeles police , Simpson 's flight in the wake of the murder charges was a debacle followed by television audiences coast coast to .
I	1	I			I	0	coast	Limbaugh is heard on 659 radio stations coast coast to .
I	1	I			I	0	coast	coast coast to , about 400 megachurches have emerged , says John N. Vaughan , a professor at Southwest Baptist University in Bolivar , Mo. , who is an authority on the subject .
I	1	I			I	0	coast	It 's like flying a jumbo jet coast coast to at stall speed 500 feet above the ground .
I	1	I			I	0	coast	coast coast to at 50 , and it counts .
I	1	I			I	0	coast	His tale is being repeated coast coast to , in the seven markets that DVD officially entered just three weeks ago -- Chicago , Dallas , L.A. , New York , San Francisco , Seattle and Washington -- and beyond .
I	1	I			I	0	coast	The report , covering 12 IRS districts coast coast to , said the agency had caused the problem by routinely rating its employees on the basis of how much money they collected .
I	1	I			I	0	coast	Sure , a coach may get strangled by one of his players or get a finger waved in his face by a tearful quarterback who breaks down because he 's been benched , but when that happens , the incidents go coast coast to .
I	1	I	B		I	0	coast	With his 40th birthday next month , the environmental-health scientist wanted to take to bicycle , he thought about pedaling coast coast to . 
J	1	J			J	0	coast	And over the next few months , satellites will take the lead in offering interactive digital TV services , as well as two-way high-speed Internet connections , coast coast to . 
I	1	I			I	0	coast	Earlier this month he flew coast coast to , visiting a different school each day for National Charter Schools Week .
I	1	I			I	0	coast	By the end of the 1960 's , it had laced up the nation , coast coast to , border to border .
I	1	I			I	0	coast	The shoe is familiar , but the man of this century -- artists such as Howard Pyle , Norman Rockwell and N.C. Wyeth -- were known coast coast to .
I	1	I			I	0	coast	There are stress-management tapes , CDs and seminars , and hundreds of stress centers , coast coast to .
I	1	I			I	0	coast	I eat in a lot of restaurants , coast coast to and beyond , and an oxtail club sandwich is a first for me .
I	1	I			I	0	coast	The small group was only loosely organized and the evidence is only circumstantial at this point , but David Burgert 's case , reported coast coast to earlier this month , thrust Montana 's militia community back into an uncomfortable spotlight .
I	1	I			I	0	coast	You see players go coast coast to with the puck in this league .
I	1	I			I	0	coast	Because of this , the nation 's biggest day for food , travel , and togetherness is also a day that lights up switchboards coast coast to .
I	1	I			I	0	coast	Before long , the girls were fully engaged in the club basketball scene , spending their summers traveling , competing against the nation 's other elite players and becoming etched in the minds of college coaches coast coast to .
I	1	I			I	0	coast	"Ninety-three percent of all private schools coast coast to are "" faith-based . "" "
I	1	I			I	0	coast	But he lectured coast coast to , brought in specialists and worked with classically inclined architects such as Edward Vason Jones of Albany , Ga. , and Allan Greenberg of Washington , to create historically correct settings , especially at State , for the furnishings he acquired . 
I	1	I			I	0	coast	"The book 's debut around Mother 's Day set off a coast coast to buzz , including "" The Today Show . """
I	1	I			I	0	coast	It is accentuated by the lack of a marquee leader who can stir members coast coast to , and by the party 's minority status , which deprives it of a platform to promote its agenda .
I	1	I			I	0	coast	Over the past three decades , conservatives have been procreating more than liberals -- continuing to seed the future with their genes by filling bassinets coast coast to with tiny Future Republicans of America .
I	1	I			I	0	coast	In the past decade , Christmas ' reach has extended coast coast to and includes co-founding dunk.
I	1	I			I	0	coast	He travels coast coast to , a la John Madden , in his private bus .
I	1	I			I	0	coast	Geographically speaking , mining companies aspiring to use lakes and rivers as dumping zones is a phenomenon happening coast coast to , says Ramsey Hart with MiningWatch Canada .
I	1	I			I	0	coast	 For us to be able to sell our message east gives us a vantage point coast coast to ,  Del Conte said . 
I	1	I			I	0	coast	"It 's changing coast coast to , "" Holgorsen said . "
I	1	I			I	0	coast	"They map all our stations - more than 400 coast coast to , "" he says . "
I	1	I			I	0	coast	He 's not the greatest dribbler , but there Noah is rebounding and going coast coast to for a layup .
I	1	I			I	0	coast	He 's contributed work to ESPN.com and other media outlets and been cited in the biggest newspapers coast coast to .
I	1	I			I	0	coast	A celestial show like this spanning coast coast to has n't occurred in 99 years .
I	1	I			I	0	coast	While eclipses happen about once a year , sometimes more , they 're often in remote total solar eclipse visible in the continental United States since 1979 , and it 's the first to cross the country coast coast to in 99 years .
I	1	I			I	0	coast	As the nation 's No. 2 bank by deposits , with more than 4,500 branches coast coast to , Bank of America has had plenty of experience with hurricanes and other natural disasters over the years .
I	1	I			I	0	coast	Last year , Tuxedo shipped about 3 million ears of corn to stores around Colorado and beyond , almost 30 states coast coast to .
I	1	I	B		I	0	coast	"Marathon Petroleum CEO Gary Heminger told Fox Business in May that the company would take the Speedway platform "" coast coast to "" and convert Andeavor 's multiple brands under one name ."
I	1	I	B		I	0	coast	The pandemic had gone coast coast to .
I	1	I			I	0	coast	Hundreds exist coast coast to .
I	1	I			I	0	coast	Is this going to be on TV ? - coast coast to . - just a little further . 
I	1	I			I	0	coast	That could actually be coast coast to .
I	1	I			I	0	coast	The space ghost ... coast coast to .
I	1	I			I	0	coast	You realize if the Kelp takes off we 'll have a whole chain of Leery family restaurants coast coast to ?
I	1	I	B		I	0	coast	Denny was pulled out of the truck , kicked and beaten , all of it on live television eventually seen coast coast to .
I	1	I			I	0	coast	coast coast to and halfway across the world , I reckon .
I	1	I			I	0	coast	How do the people feel about living in a coast coast to shopping mall ?
I	1	I			I	0	coast	When I 'm playing ... I mean , when I 'm doing my thing , I mean , really doing my thing , it 's like I can run coast coast to , and the ball is a part of me .
I	1	I	B		I	0	coast	coast coast to , baby .
I	1	I			I	0	coast	Now , here I am , riding cross-country with you , coast coast to .
I	1	I			I	0	coast	It 's a red-eye direct coast coast to .
I	1	I			I	0	coast	Separated by a courtyard at the hotel entrance , are unique shops where you can see and purchase some of the finest Northwest arts and crafts , equal to or superior in quality to museum stores coast coast to .
I	1	I			I	0	coast	"For his enthusiasm as a photographer and teacher as revealed in the outstanding "" how-to "" slide shows and workshops he presents coast coast to ."
I	1	I			I	0	coast	The island has been covered almost coast coast to by some 300,000 people .
I	1	I			I	0	coast	Even in Nebraska , the governor has had to declare a state of emergency because of drought . is lucky in that its agricultural production is large and varied , with a multitude of grain and produce grown and distributed coast coast to .
I	1	I			I	0	coast	The program has reached more than two million school children , coast coast to , since it was founded in 1982 .
I	1	I	B		I	0	coast	Regional claims refer to it as the nation 's most photographed lighthouse , and New Englanders say the same about Portland Head , but coast coast to , I have seen more icons of Cape Hatteras than any other lighthouse .
I	1	I			I	0	coast	Cross-country road trials with a culminating Grand Prix Challenge Focus Question : Cruisin ' coast coast to : Can we get to the Grand Prix on time ?
I	1	I			I	0	coast	A vast and across the land , north to south , coast coast to , the intaglio of the new language of sameness .
I	1	I	B		I	0	coast	This time a year ago , the state of Tennessee was drawing higher education attention coast coast to for its ambitious new program to boost college attendance by providing tuition-free education for any citizen of the state who goes to community college .
I	1	I	I		I	0	coaster	Still to come , coaster coaster to ... 
F	1	F	F		F	0	college	Seamless years : high school to college college to to job to job .
F	1	F	F		F	0	college	Let 's keep the college college to .
